symbol,size,price,timestamp
CRNC,100,15.985,2019-10-21 13:12:43.388744464
FSCT,400,27.405,2019-10-21 10:20:06.983044250
ATNX,100,9.885,2019-10-21 13:16:23.743000779
PHM,5,38.235,2019-10-21 15:29:19.606183667
ABBV,100,77.31,2019-10-21 15:34:21.196881029
PYPL,100,101.355,2019-10-21 09:37:14.084465604
AME,300,88.185,2019-10-21 13:33:51.779338145
MPC,100,65.41,2019-10-21 11:07:40.410854443
BNGO,100,0.9995,2019-10-21 10:00:59.726058718
WBA,400,55.31,2019-10-21 09:33:18.511357092
BSX,100,38.815,2019-10-21 11:10:23.945764179
SLCA,10,6.995,2019-10-21 15:58:19.483997332
KW,100,23.23,2019-10-21 15:57:49.352774868
HSBC,1,39.145,2019-10-21 15:59:55.788092581
KMI,100,20.13,2019-10-21 15:59:24.264062838
XHB,200,45.395,2019-10-21 15:59:17.764762047
ASND,100,100.71,2019-10-21 10:09:21.845077373
ARI,100,19.115,2019-10-21 15:59:00.801101612
CVS,200,65.79,2019-10-21 15:32:37.040885202
BKR,1,21.705,2019-10-21 11:02:35.105521043
RDN,100,24.16,2019-10-21 10:35:10.490799641
MBT,200,8.325,2019-10-21 10:36:28.216499158
SIG,2,15.495,2019-10-21 13:17:50.914099245
ZNGA,81,6.305,2019-10-21 14:00:14.012982607
NE,100,1.305,2019-10-21 09:55:37.080410376
XRT,1,43.205,2019-10-21 10:35:17.941112792
OHI,1,44.135,2019-10-21 09:57:50.888193791
UFPI,100,41.81,2019-10-21 12:05:20.859393742
AXTA,71,28.71,2019-10-21 15:47:11.139354832
WBT,100,18.175,2019-10-21 14:35:19.754927058
QCOM,171,78.255,2019-10-21 10:41:24.311621299
INTC,1,51.95,2019-10-21 12:19:23.776503473
GPI,100,93.64,2019-10-21 11:08:59.767242193
TWNK,100,13.175,2019-10-21 10:32:50.124778123
BB,48,5.2,2019-10-21 15:40:40.231824292
TEVA,300,7.79,2019-10-21 13:53:30.054600169
FOX,100,31.825,2019-10-21 14:33:46.710780587
RMD,100,130.7,2019-10-21 15:52:19.108122657
YPF,100,9.235,2019-10-21 15:29:57.062179968
SSD,100,73.29,2019-10-21 09:49:00.009744560
CDMO,200,5.49,2019-10-21 12:50:23.146702778
COOP,115,11.785,2019-10-21 15:57:18.021411204
HPE,100,16.28,2019-10-21 10:45:35.006324171
AMTD,100,37.555,2019-10-21 13:43:35.739217555
WU,2,24.24,2019-10-21 13:18:15.368334772
MSFT,100,138.165,2019-10-21 15:05:35.229779055
IEF,200,111.66,2019-10-21 09:53:30.385853199
DAL,100,54.725,2019-10-21 12:00:14.414429822
UNFI,300,6.895,2019-10-21 15:29:31.830562405
ABR,100,13.565,2019-10-21 12:07:42.810815643
HAS,300,120.81,2019-10-21 11:50:12.975594568
TME,100,14.085,2019-10-21 14:41:17.440086022
TXN,100,129.745,2019-10-21 10:04:35.161287490
WFC,3,50.44,2019-10-21 15:01:42.902529958
RSG,100,87.82,2019-10-21 13:19:56.254590181
SYK,1,215.3,2019-10-21 11:06:58.318396770
CMG,90,846.47,2019-10-21 10:00:04.071927773
INFY,100,9.175,2019-10-21 14:40:14.657209749
ARI,100,19.12,2019-10-21 15:20:12.402994331
YETI,46,31.98,2019-10-21 15:50:00.433374415
ET,1200,12.93,2019-10-21 14:36:51.629922279
KRC,100,79.04,2019-10-21 15:54:30.177082047
NEE,37,231.47,2019-10-21 12:48:19.840225605
C,100,71.3,2019-10-21 13:25:46.532921083
PINS,100,26.61,2019-10-21 13:27:10.112344578
FSM,100,3.03,2019-10-21 11:54:53.331699886
FOXF,10,63.535,2019-10-21 15:49:16.732228768
COMM,3,12.41,2019-10-21 09:39:00.217024366
FSCT,100,27.45,2019-10-21 11:22:04.896137770
CLF,200,6.955,2019-10-21 15:33:13.461404454
AY,100,24.3,2019-10-21 14:27:55.271841534
KMI,100,20.15,2019-10-21 14:38:05.749997365
CBS,100,36.345,2019-10-21 15:28:29.208456134
EBS,100,52.13,2019-10-21 15:37:51.508587713
AXP,37,117.97,2019-10-21 09:53:55.027505650
NMRK,12,10.035,2019-10-21 14:48:21.837917891
PLT,100,38.09,2019-10-21 12:52:55.528382769
MDR,327,2.1,2019-10-21 14:15:10.109594048
Z,100,33.215,2019-10-21 12:50:02.505759031
HPQ,7,17.05,2019-10-21 15:31:56.727134677
XRT,2,43.225,2019-10-21 10:43:52.475947595
T,60,38.315,2019-10-21 14:31:26.758589111
X,100,11.035,2019-10-21 09:48:23.772191855
MO,100,45.415,2019-10-21 11:05:48.269484407
CBRL,100,159.99,2019-10-21 12:18:49.832203817
AMT,1,229.18,2019-10-21 14:48:46.836695949
AMLP,100,8.72,2019-10-21 12:05:35.514717000
ABT,100,81.645,2019-10-21 15:58:41.776543667
CAKE,200,39.75,2019-10-21 15:03:27.954676401
PFF,100,37.535,2019-10-21 15:49:58.357371460
DOCU,3,64.81,2019-10-21 10:14:00.937631632
IGV,200,210.0,2019-10-21 12:52:21.566840271
CSIQ,100,18.29,2019-10-21 09:49:57.330586342
WLL,200,6.655,2019-10-21 15:25:37.048607057
XPO,2,77.35,2019-10-21 14:36:07.925210787
HOMB,100,19.02,2019-10-21 14:04:52.878002930
TEVA,100,8.29,2019-10-21 14:02:47.757964504
TWLO,1,106.52,2019-10-21 10:01:12.101578698
UBER,34,31.715,2019-10-21 11:00:55.698092657
PLAB,100,11.52,2019-10-21 14:22:27.050084664
TMUS,574,82.095,2019-10-21 15:56:21.542822090
FLR,16,19.54,2019-10-21 15:26:57.006405526
JPM,500,123.415,2019-10-21 11:32:53.738895998
ACN,100,186.99,2019-10-21 13:15:59.888604119
INXN,200,84.685,2019-10-21 09:54:03.666583813
PM,100,80.9,2019-10-21 10:17:42.249776414
OAS,600,2.89,2019-10-21 15:37:32.928185129
ARMK,1,44.425,2019-10-21 09:59:25.690829138
ZM,100,64.42,2019-10-21 09:59:39.202978782
CIG,100,3.275,2019-10-21 15:57:15.701657063
TRU,100,82.325,2019-10-21 15:46:55.065921743
NFLX,1,275.92,2019-10-21 14:27:01.119216432
RRC,100,3.78,2019-10-21 15:26:25.034819791
MSM,3,71.505,2019-10-21 15:22:14.378311334
SLB,1200,33.58,2019-10-21 12:05:11.786717407
PFE,100,36.445,2019-10-21 13:08:53.485017958
BBY,100,71.395,2019-10-21 11:28:10.018700576
SCHW,100,40.82,2019-10-21 12:53:18.472425110
ORCL,100,55.135,2019-10-21 15:44:11.596060089
IWM,1,154.225,2019-10-21 13:39:04.517093673
ARNC,100,27.01,2019-10-21 15:48:34.767229030
MDGL,100,87.62,2019-10-21 12:05:15.765777529
CAH,100,50.37,2019-10-21 15:46:08.395981631
PINS,100,26.355,2019-10-21 11:40:16.645451945
TEVA,10,8.165,2019-10-21 15:51:18.513553630
SRDX,3,44.615,2019-10-21 15:57:52.055480109
HUYA,65,21.97,2019-10-21 15:00:39.875609364
OLED,100,176.87,2019-10-21 11:16:41.919322769
C,56,71.58,2019-10-21 14:48:47.097902072
AKR,1,29.27,2019-10-21 15:13:03.897908576
SE,93,27.25,2019-10-21 11:27:16.302850383
PDLI,500,2.44,2019-10-21 12:46:54.856315901
UNFI,100,6.895,2019-10-21 14:00:36.037850220
AAPL,55,239.8,2019-10-21 09:42:02.561447512
NLSN,100,20.955,2019-10-21 15:52:22.594952742
BAC,900,31.055,2019-10-21 12:40:32.777470166
GDV,10,20.28,2019-10-21 09:59:10.350309731
EWZ,100,42.265,2019-10-21 10:06:36.019235801
CDEV,100,3.155,2019-10-21 14:34:45.149666957
FHN,100,15.765,2019-10-21 15:43:47.410993053
INTC,100,51.765,2019-10-21 09:39:46.312142605
GOLF,100,27.505,2019-10-21 13:13:44.513806356
WBT,100,18.175,2019-10-21 15:53:52.149531428
ZEN,3,64.01,2019-10-21 14:23:22.610075456
JD,49,30.805,2019-10-21 13:08:55.961239446
TXT,100,46.79,2019-10-21 13:30:37.891234347
MSFT,300,138.135,2019-10-21 15:46:53.503376647
AMGN,100,201.26,2019-10-21 11:32:50.746733130
SM,14,7.325,2019-10-21 13:42:33.961994719
MO,96,45.12,2019-10-21 10:16:29.286417655
SRCI,200,3.375,2019-10-21 13:49:58.177317956
MFC,100,18.795,2019-10-21 12:16:54.819458316
PDCE,100,21.08,2019-10-21 10:50:52.007990748
CC,10,15.705,2019-10-21 15:47:32.679450806
SNAP,100,14.05,2019-10-21 10:19:08.047794727
PEP,200,136.685,2019-10-21 10:55:38.803901544
DIS,1,131.67,2019-10-21 10:16:09.265529364
WBA,100,55.11,2019-10-21 09:48:02.588560900
MO,1,45.25,2019-10-21 09:57:09.436749886
COG,100,18.045,2019-10-21 13:17:15.318505293
SNN,100,43.565,2019-10-21 12:02:13.602689125
WDAY,5,154.3,2019-10-21 14:13:57.029768661
MDC,385,46.49,2019-10-21 12:49:06.454587027
INFY,100,9.28,2019-10-21 15:22:01.717846192
SON,100,57.88,2019-10-21 14:54:06.090679789
HD,1,235.93,2019-10-21 14:04:20.265152141
WLTW,100,189.17,2019-10-21 12:35:05.232248494
PE,100,15.435,2019-10-21 12:05:19.544903871
INFY,100,9.16,2019-10-21 14:01:42.607875041
LBTYK,100,24.7,2019-10-21 09:41:48.984900408
INFY,100,9.07,2019-10-21 11:02:44.801918100
TSN,100,81.255,2019-10-21 15:23:01.658290894
CPE,99,3.74,2019-10-21 15:43:31.336937630
JBLU,100,17.575,2019-10-21 12:38:21.448984634
TME,1,14.09,2019-10-21 15:43:48.028652302
SBNY,43,122.59,2019-10-21 15:59:55.128665572
ITUB,1700,8.195,2019-10-21 10:26:57.849895562
DD,100,65.875,2019-10-21 15:40:13.163279613
MO,100,45.215,2019-10-21 12:03:03.802620595
NRZ,2,15.685,2019-10-21 15:56:47.026471095
ZAYO,100,34.285,2019-10-21 09:47:39.772710059
CFX,2,30.615,2019-10-21 13:00:05.643509842
MNSB,1,20.9,2019-10-21 14:02:32.215922045
MPC,700,64.945,2019-10-21 14:55:33.103054973
PNNT,60,6.17,2019-10-21 10:50:57.334153345
EFA,100,66.715,2019-10-21 10:23:39.254309013
JCI,7,42.625,2019-10-21 13:59:02.314302832
OSIS,34,98.765,2019-10-21 10:00:47.087163517
ELAN,100,26.5,2019-10-21 15:32:48.235764871
INFY,100,9.27,2019-10-21 13:04:58.159178075
ABBV,10,77.28,2019-10-21 14:36:57.598775707
PINS,100,26.3,2019-10-21 11:35:41.244605869
DAL,100,54.735,2019-10-21 12:32:07.601583034
FTV,100,71.94,2019-10-21 12:16:05.308640096
CSX,100,70.035,2019-10-21 11:34:09.491370776
INFY,200,9.045,2019-10-21 11:14:19.806766811
XLC,100,50.55,2019-10-21 15:34:23.719797133
PANW,1,209.81,2019-10-21 12:01:43.060550231
SLQD,30,51.105,2019-10-21 15:39:43.802828039
AXP,100,118.975,2019-10-21 15:06:03.736121650
ZION,100,45.375,2019-10-21 12:06:35.183506925
BSX,100,38.91,2019-10-21 10:39:01.613139381
KPTI,100,11.145,2019-10-21 15:53:11.301700715
PENN,100,20.645,2019-10-21 11:04:07.032083485
TEVA,100,7.935,2019-10-21 13:55:01.392562460
ELF,100,17.435,2019-10-21 15:19:14.787750059
MDR,200,2.665,2019-10-21 09:53:49.671741103
GPS,1,17.265,2019-10-21 11:53:53.793365319
TTMI,100,12.485,2019-10-21 14:20:17.862276196
CRZO,300,7.375,2019-10-21 14:46:49.654570585
BERY,100,39.675,2019-10-21 15:25:45.061320868
ET,100,12.805,2019-10-21 11:54:14.353140776
DAL,100,54.725,2019-10-21 12:19:23.285287317
XLF,300,28.415,2019-10-21 09:34:11.885076982
EBAY,100,39.245,2019-10-21 09:40:28.048400484
WTI,100,4.16,2019-10-21 12:12:15.321538334
PYPL,100,101.67,2019-10-21 15:05:40.175264514
IWM,100,154.095,2019-10-21 15:59:02.108822711
AXTA,100,28.81,2019-10-21 09:49:51.200943502
SCON,100,0.2149,2019-10-21 15:06:11.440373946
AYX,5,93.1,2019-10-21 15:48:53.984458822
VSLR,10,6.935,2019-10-21 15:34:46.275282751
MKL,50,1152.92,2019-10-21 15:50:48.026369851
HRTX,100,19.03,2019-10-21 15:53:31.666484100
PDCO,100,17.63,2019-10-21 09:45:50.298915457
CMCSA,100,46.085,2019-10-21 10:03:15.490666101
GOOG,100,1247.49,2019-10-21 11:30:41.548796326
TLND,100,36.37,2019-10-21 15:06:38.406147643
FTCH,100,8.02,2019-10-21 15:00:23.552021962
GSKY,200,7.535,2019-10-21 13:58:36.412669540
BWA,1,38.9,2019-10-21 15:26:40.371544334
GDDY,100,63.68,2019-10-21 12:58:49.224693544
ABBV,100,77.405,2019-10-21 15:56:16.044671119
MIK,2,9.92,2019-10-21 15:31:14.775677406
BABA,100,171.88,2019-10-21 10:54:54.526497582
VST,100,26.99,2019-10-21 12:30:02.683500114
INTC,10,51.86,2019-10-21 10:58:30.555244643
AAWW,200,23.075,2019-10-21 13:14:09.655304385
CMG,2,849.99,2019-10-21 10:31:46.357948399
SPXS,17,16.56,2019-10-21 15:57:14.817565801
ZTO,73,21.645,2019-10-21 10:21:23.001020681
IYR,4,95.07,2019-10-21 10:39:06.448200512
SMG,100,102.3,2019-10-21 13:45:23.911357994
NTNX,87,26.84,2019-10-21 11:34:04.804057083
ELS,254,68.705,2019-10-21 15:55:10.342666554
BRK.B,1,211.105,2019-10-21 09:55:17.592018891
GOVT,1250,26.135,2019-10-21 09:58:38.402675749
TNK,150,1.915,2019-10-21 15:58:06.912583688
ITUB,600,8.37,2019-10-21 15:06:30.392462040
AKBA,700,4.15,2019-10-21 10:50:24.699972467
HBI,300,15.57,2019-10-21 10:37:06.693248704
NBR,300,1.725,2019-10-21 11:04:33.670388879
AMAT,2,52.65,2019-10-21 12:29:25.007385490
GPS,100,17.065,2019-10-21 10:50:41.966757434
ZAGG,100,6.295,2019-10-21 14:11:23.976090869
MSFT,100,137.65,2019-10-21 11:36:01.580374681
UAL,200,90.895,2019-10-21 15:20:03.546604485
FIT,1,4.17,2019-10-21 14:40:57.018186549
FLNT,100,2.695,2019-10-21 13:00:28.998861255
SNAP,189,14.465,2019-10-21 12:32:26.919275365
HST,100,16.695,2019-10-21 13:40:58.764076367
TPH,200,16.085,2019-10-21 14:15:05.978575078
DGX,100,102.845,2019-10-21 13:25:29.975124523
LVS,100,58.005,2019-10-21 15:58:01.155902206
HAS,12,120.55,2019-10-21 11:05:59.874796947
ADI,5,110.97,2019-10-21 15:54:24.595260899
LADR,100,17.5,2019-10-21 12:00:40.754142078
VEON,100,2.355,2019-10-21 11:22:00.825034638
FRT,2,139.7,2019-10-21 15:59:37.120581194
COMM,200,12.545,2019-10-21 11:11:02.497441620
DCPH,100,34.84,2019-10-21 10:43:02.162016605
INFY,700,9.335,2019-10-21 09:54:23.861450982
JAG,100,6.75,2019-10-21 10:45:35.252976151
HBAN,40,14.295,2019-10-21 14:10:14.579873213
GS,100,209.59,2019-10-21 15:49:57.832077314
CDEV,100,3.165,2019-10-21 15:44:25.520956311
FOSL,100,11.705,2019-10-21 11:41:42.294056376
VER,999,9.85,2019-10-21 09:36:47.249239012
VLO,100,92.93,2019-10-21 09:55:31.408640404
IYR,500,94.55,2019-10-21 09:41:58.939270783
RF,14,16.08,2019-10-21 15:40:44.641409601
TEAM,100,115.545,2019-10-21 12:11:15.494477891
BBBY,9,12.74,2019-10-21 10:01:59.184206771
EFA,400,66.675,2019-10-21 12:21:04.702892805
FITB,400,27.91,2019-10-21 12:19:14.582890720
ITOT,100,67.7,2019-10-21 09:31:20.591967265
EFA,400,66.7,2019-10-21 09:56:24.064459421
WBT,3,18.18,2019-10-21 15:13:57.015329170
CAG,100,27.505,2019-10-21 15:30:11.361532274
BLUE,2,91.39,2019-10-21 15:55:33.520425582
GPC,100,101.91,2019-10-21 13:20:46.894179447
CLDR,200,8.925,2019-10-21 12:05:52.578916546
TEN,10,13.6,2019-10-21 09:41:53.362515624
CVNA,100,76.75,2019-10-21 13:07:46.021255382
XLK,300,81.735,2019-10-21 15:00:01.614969113
XME,100,25.945,2019-10-21 14:22:33.140545304
YNDX,100,32.71,2019-10-21 10:08:18.637025070
ON,800,19.485,2019-10-21 15:54:55.081642564
SO,1000,61.275,2019-10-21 10:22:12.784874510
JBL,9,36.875,2019-10-21 11:01:46.260873345
BNGO,100,1.04,2019-10-21 15:14:55.597523535
DAL,100,54.625,2019-10-21 15:50:54.326266452
RES,1,4.975,2019-10-21 10:32:55.584493011
INFY,100,9.205,2019-10-21 14:41:11.435970016
TBK,100,32.745,2019-10-21 13:22:00.322265463
CCO,10,2.385,2019-10-21 12:48:20.886287405
FB,100,189.02,2019-10-21 14:06:58.449243712
RFIL,300,6.57,2019-10-21 10:18:37.535553006
DVA,200,58.56,2019-10-21 09:46:00.121982846
AES,5,16.41,2019-10-21 15:19:21.896344740
DCI,1,52.6,2019-10-21 12:54:58.625608996
SRG,100,44.335,2019-10-21 15:48:27.081400430
GPK,3,14.89,2019-10-21 15:35:32.908530413
WES,200,22.9,2019-10-21 15:22:02.984142726
EXPR,200,3.475,2019-10-21 11:00:07.395955555
MCB,1,40.76,2019-10-21 15:01:33.516244400
STI,100,68.51,2019-10-21 14:07:15.390484115
HYG,200,87.16,2019-10-21 11:17:21.827156880
KRE,12,53.945,2019-10-21 15:59:49.477573118
CAG,100,27.51,2019-10-21 12:35:12.709762987
ERIC,200,9.09,2019-10-21 11:13:52.861559054
KR,48,24.125,2019-10-21 15:56:38.458947940
PTON,100,22.44,2019-10-21 11:12:26.724104035
DHT,100,7.195,2019-10-21 15:13:54.609869332
COMM,100,12.7,2019-10-21 13:01:44.916580938
BIG,100,20.235,2019-10-21 15:44:42.684598566
CMCSA,100,46.19,2019-10-21 10:22:04.330753330
SON,2,58.65,2019-10-21 10:30:15.899194133
FLNT,100,2.675,2019-10-21 10:45:44.278600231
PLUG,100,2.965,2019-10-21 10:21:17.216176831
EWZ,100,42.395,2019-10-21 12:56:16.698869475
PM,1,81.405,2019-10-21 13:27:25.480264441
WH,37,51.67,2019-10-21 09:45:45.541428531
FXI,100,41.675,2019-10-21 15:50:24.250434146
FLR,100,19.48,2019-10-21 15:57:10.025747065
GIS,100,52.495,2019-10-21 11:35:14.510962147
VEON,900,2.355,2019-10-21 11:36:47.319541536
NEM,100,37.93,2019-10-21 15:36:53.134957805
NNN,100,57.59,2019-10-21 11:48:59.346451599
ARNC,200,27.005,2019-10-21 15:30:14.706711320
NFLX,100,278.59,2019-10-21 12:08:43.609931790
FCX,300,9.96,2019-10-21 09:57:58.735185976
GEO,200,16.005,2019-10-21 14:32:02.159727303
GM,100,36.17,2019-10-21 11:28:28.380164110
ABM,100,37.64,2019-10-21 15:45:52.498811952
CVX,1,116.54,2019-10-21 14:58:02.826305142
FTNT,2,76.915,2019-10-21 09:47:02.281583561
NFLX,1,274.55,2019-10-21 11:20:41.869535869
CVS,88,66.28,2019-10-21 13:14:25.435242159
GOLD,200,16.78,2019-10-21 13:47:20.149662898
DNR,100,1.02,2019-10-21 11:27:38.297800625
OHI,200,44.47,2019-10-21 10:35:09.448825692
KEY,100,18.13,2019-10-21 10:39:13.051470253
NTCT,68,22.35,2019-10-21 13:17:03.879825394
MPC,500,65.0,2019-10-21 10:42:42.254040638
SUM,100,22.93,2019-10-21 11:24:16.441783015
CRNC,8,15.78,2019-10-21 15:59:20.151099140
OXY,100,40.575,2019-10-21 09:47:01.969361028
MS,100,44.975,2019-10-21 15:58:19.876826741
YY,100,58.095,2019-10-21 12:21:31.551531257
YNDX,100,32.91,2019-10-21 09:45:23.893127607
XLU,100,63.895,2019-10-21 10:28:59.120187317
DRNA,159,16.5,2019-10-21 11:42:36.866976515
FOXA,100,32.705,2019-10-21 15:53:55.706021793
TME,100,13.8,2019-10-21 10:44:12.334147839
JCI,49,42.44,2019-10-21 15:41:35.732064610
KTOS,20,19.335,2019-10-21 15:58:23.680929783
BCS,200,8.525,2019-10-21 15:21:07.418901983
INVH,100,30.96,2019-10-21 10:48:34.124987364
KMT,100,29.735,2019-10-21 09:39:12.522656333
MO,100,45.37,2019-10-21 12:57:25.546109020
TER,99,59.97,2019-10-21 14:19:58.937027446
DAN,7,15.615,2019-10-21 15:58:07.092817789
URI,300,131.15,2019-10-21 09:54:49.093950682
KMT,100,30.85,2019-10-21 09:34:01.674483206
INFY,200,9.255,2019-10-21 09:50:15.440819772
SHW,100,558.895,2019-10-21 13:16:35.119884675
FTCH,100,8.125,2019-10-21 11:49:59.618660980
HST,100,16.745,2019-10-21 09:49:57.344349765
HCP,100,37.545,2019-10-21 15:55:24.981212239
FHN,200,15.825,2019-10-21 12:04:38.488953221
FITB,500,27.985,2019-10-21 14:59:03.662798106
EBAY,100,39.26,2019-10-21 14:19:03.860846528
HLX,18,8.26,2019-10-21 11:16:02.305062901
SON,66,57.84,2019-10-21 15:09:33.010224656
EL,100,186.54,2019-10-21 11:48:06.159503477
BCS,200,8.57,2019-10-21 10:17:53.481455378
AIG,100,54.62,2019-10-21 13:06:51.965816920
DISCA,100,27.635,2019-10-21 15:43:18.277783476
UNFI,500,6.915,2019-10-21 13:57:05.382736647
SBAC,5,242.59,2019-10-21 09:43:08.252396628
XLK,100,81.715,2019-10-21 14:23:36.674706183
VIAB,100,22.145,2019-10-21 12:16:37.227193713
COMM,100,12.58,2019-10-21 11:33:14.959116173
KNX,100,36.42,2019-10-21 14:25:34.253333949
CBAY,9,4.75,2019-10-21 09:49:44.105956055
FWRD,100,64.085,2019-10-21 11:48:15.156151354
CTXS,100,103.165,2019-10-21 15:55:38.489855587
EFX,3,145.74,2019-10-21 15:06:26.097165202
EQIX,1,576.275,2019-10-21 11:29:46.069599229
XOM,1,68.555,2019-10-21 13:01:20.604388163
FULT,100,16.61,2019-10-21 14:05:21.283798448
ALLO,10,27.68,2019-10-21 14:59:55.709314648
NEE,100,232.98,2019-10-21 15:55:59.278472794
YELP,1,33.61,2019-10-21 09:59:15.463262033
COUP,100,127.015,2019-10-21 10:35:11.178571174
AMD,100,31.77,2019-10-21 10:31:28.058454065
VXX,200,20.675,2019-10-21 15:57:05.003282513
KAR,100,25.185,2019-10-21 11:31:30.349350134
VCSH,100,81.04,2019-10-21 15:08:16.012709939
BNS,6,57.45,2019-10-21 13:21:08.329856008
D,19,82.43,2019-10-21 15:59:01.748323540
TCF,100,37.45,2019-10-21 15:50:32.065482668
KNX,2,36.76,2019-10-21 13:03:57.019636085
TWTR,1,40.155,2019-10-21 13:11:28.891365071
HPE,200,16.3,2019-10-21 12:26:13.220171706
IBKR,4,45.09,2019-10-21 15:56:35.190691673
CAR,3,29.33,2019-10-21 15:04:50.286970574
AAWW,200,23.44,2019-10-21 11:05:16.615210407
CARS,10,10.765,2019-10-21 10:27:26.773694724
LQD,100,126.855,2019-10-21 13:05:44.872080800
X,100,10.625,2019-10-21 15:57:58.463024379
BSX,100,38.79,2019-10-21 12:08:01.055401070
KO,100,54.365,2019-10-21 10:19:45.635327810
HBI,1,15.59,2019-10-21 11:13:07.110807335
GE,422,8.795,2019-10-21 15:27:10.459513902
CDNS,96,66.77,2019-10-21 12:28:21.866077909
OPK,100,2.095,2019-10-21 15:06:35.235216343
EW,19,227.69,2019-10-21 10:32:00.108953250
CVS,100,65.74,2019-10-21 15:57:25.451416754
MERC,21,11.7,2019-10-21 15:39:57.336267812
DUST,100,8.04,2019-10-21 11:13:59.058589511
LUV,8,53.38,2019-10-21 13:46:34.386076978
CBL,200,1.575,2019-10-21 15:52:06.905742833
NKE,100,96.17,2019-10-21 15:52:50.023710358
AGR,100,50.68,2019-10-21 15:45:23.355015248
FXI,200,41.685,2019-10-21 15:53:50.310263074
WES,5,22.9,2019-10-21 12:14:27.347923041
GPOR,100,2.585,2019-10-21 14:09:08.880692422
QGEN,2,27.86,2019-10-21 12:24:30.048742390
AVTR,100,14.03,2019-10-21 15:20:21.031384463
DD,400,65.895,2019-10-21 12:25:27.450930037
NKTR,97,17.82,2019-10-21 13:55:23.105135418
SNAP,100,13.81,2019-10-21 09:32:27.353911956
BVN,1,14.26,2019-10-21 11:53:24.038981104
SWN,100,2.025,2019-10-21 15:38:58.957988635
CPRT,1581,83.75,2019-10-21 13:09:40.731701225
TWTR,100,39.885,2019-10-21 10:30:08.062878126
UTX,200,138.225,2019-10-21 14:52:54.324912089
EPRT,1,24.66,2019-10-21 13:09:57.031245465
PRTY,100,6.75,2019-10-21 09:46:32.336426255
AXTA,4,28.655,2019-10-21 10:16:34.952397865
INFY,100,9.285,2019-10-21 15:59:01.395998182
TWLO,50,106.34,2019-10-21 12:41:31.304147151
CONE,37,76.31,2019-10-21 11:00:31.399602211
SPIB,400,35.235,2019-10-21 11:31:17.946437750
IBM,1,132.39,2019-10-21 13:15:44.636828272
AEO,202,15.74,2019-10-21 11:24:26.539667407
STT,100,64.82,2019-10-21 10:00:04.029287485
NBEV,300,2.705,2019-10-21 14:31:26.136926998
RLGY,100,8.055,2019-10-21 13:56:10.746197863
H,200,71.41,2019-10-21 15:57:46.121047767
NFLX,1,274.39,2019-10-21 10:38:25.253581486
EWZ,500,42.385,2019-10-21 13:00:43.803810284
DVN,100,20.195,2019-10-21 14:43:04.226464418
MLCO,100,20.805,2019-10-21 15:43:51.401419146
ZM,100,65.3,2019-10-21 12:21:54.711208682
MRK,20,84.57,2019-10-21 15:44:50.108943881
CDNS,100,66.04,2019-10-21 09:48:04.950524074
COTY,100,11.5,2019-10-21 15:58:15.655363421
CLR,6,27.98,2019-10-21 15:46:30.844277027
PRU,1,90.815,2019-10-21 10:42:20.210509414
MRK,100,84.5,2019-10-21 13:07:09.845687345
CCMP,100,147.91,2019-10-21 11:43:16.276041149
EBAY,100,39.135,2019-10-21 09:41:22.854843137
TPH,100,16.11,2019-10-21 13:12:45.526775560
AVEO,100,0.9442,2019-10-21 10:44:19.507066059
MRK,100,84.515,2019-10-21 13:25:54.760550901
KR,100,24.095,2019-10-21 09:44:57.770994572
MLHR,100,46.67,2019-10-21 11:50:12.343517436
PUMP,300,8.195,2019-10-21 15:52:13.916172892
T,35,38.36,2019-10-21 11:37:08.138425082
JPM,100,123.31,2019-10-21 12:52:55.669833897
TDC,100,28.875,2019-10-21 15:50:51.825422834
JBLU,200,17.555,2019-10-21 15:56:20.398214697
FANG,200,82.93,2019-10-21 12:30:14.623392039
SPY,100,299.78,2019-10-21 12:30:00.636167333
CNC,290,47.03,2019-10-21 09:50:59.044450594
JKHY,1,141.9,2019-10-21 15:33:40.970664791
NNN,100,57.5,2019-10-21 12:05:23.580992623
CRBP,100,5.165,2019-10-21 13:26:19.653750804
ATGE,100,36.42,2019-10-21 10:44:43.259859284
TTEK,100,88.97,2019-10-21 12:53:13.795091343
RCI,100,50.42,2019-10-21 14:14:45.953638704
FBHS,6,58.15,2019-10-21 14:36:13.915994663
WTM,2,1092.0,2019-10-21 15:54:19.634540433
SNAP,100,14.56,2019-10-21 14:00:34.613002407
BA,100,328.81,2019-10-21 09:37:15.318409739
AXP,100,119.255,2019-10-21 15:51:32.229690094
DKS,100,40.29,2019-10-21 13:03:41.572189337
SPGI,1,251.32,2019-10-21 15:56:53.372075512
LYFT,5,40.87,2019-10-21 15:58:09.692155777
WY,1,28.585,2019-10-21 10:06:30.837436436
OR,100,9.29,2019-10-21 11:18:24.422953469
ENLC,200,6.925,2019-10-21 12:43:39.219458703
XLF,7,28.52,2019-10-21 15:44:11.859983562
JPM,4,123.125,2019-10-21 14:01:16.319197844
XOP,100,20.735,2019-10-21 12:41:13.957382394
MDT,3,106.58,2019-10-21 15:51:36.284685130
ALL,100,109.06,2019-10-21 15:58:12.293408988
BMY,100,53.2,2019-10-21 15:59:37.283086754
UFS,300,34.585,2019-10-21 14:28:46.898822435
UBER,500,32.12,2019-10-21 09:47:22.325339596
