pl_name,hostname,disc_year,radius,temperature,mass,ra,dec,habitable
Kepler-1525 b,Kepler-1525,2016,0.91,,,290.5594479,49.9428629,FALSE
Kepler-1526 b,Kepler-1526,2016,2.43,,,285.1197266,38.8664618,FALSE
Kepler-1527 b,Kepler-1527,2016,4.77,,,297.4144457,46.0608077,FALSE
Kepler-1528 b,Kepler-1528,2016,1.46,,,287.4029864,46.5740084,FALSE
Kepler-1529 b,Kepler-1529,2016,2.1,,,289.8707469,41.0407482,FALSE
Kepler-153 b,Kepler-153,2014,2.92,,,282.460502,48.2570293,FALSE
Kepler-153 c,Kepler-153,2014,2.53,,,282.460502,48.2570293,FALSE
Kepler-1530 b,Kepler-1530,2016,1.64,,,288.1624396,48.165153,FALSE
Kepler-1530 c,Kepler-1530,2016,1.65,,,288.1624396,48.165153,FALSE
Kepler-1531 b,Kepler-1531,2016,1.11,,,285.146622,39.3708055,FALSE
Kepler-1532 b,Kepler-1532,2016,1.35,,,296.902784,41.1981424,FALSE
Kepler-1533 b,Kepler-1533,2016,3.46,,,295.9755645,44.7133739,FALSE
Kepler-1534 b,Kepler-1534,2016,1.89,,,292.395373,43.8691326,FALSE
Kepler-1535 b,Kepler-1535,2016,2.55,,,286.613685,38.8919507,FALSE
Kepler-1536 b,Kepler-1536,2016,3.14,,,291.5852554,45.7158742,FALSE
Kepler-1537 b,Kepler-1537,2016,1.18,,,294.3853917,43.8254461,FALSE
Kepler-1538 b,Kepler-1538,2016,2.82,,,283.345611,45.2743573,FALSE
Kepler-1539 b,Kepler-1539,2016,2.7,,,284.2194566,44.2685146,FALSE
Kepler-154 b,Kepler-154,2014,2.26,,,289.7805393,49.8965624,FALSE
Kepler-154 c,Kepler-154,2014,2.95,,,289.7805393,49.8965624,FALSE
Kepler-154 d,Kepler-154,2016,3.84,,,289.7805393,49.8965624,FALSE
Kepler-154 e,Kepler-154,2016,1.5,,,289.7805393,49.8965624,FALSE
Kepler-154 f,Kepler-154,2016,1.5,,,289.7805393,49.8965624,FALSE
Kepler-1540 b,Kepler-1540,2016,2.49,,,283.3445555,41.2017544,TRUE
Kepler-1541 b,Kepler-1541,2016,1.16,,,283.7870875,48.0296019,FALSE
Kepler-1542 b,Kepler-1542,2016,0.76,,,285.7284757,42.6544651,FALSE
Kepler-1542 c,Kepler-1542,2016,0.65,,,285.7284757,42.6544651,FALSE
Kepler-1542 d,Kepler-1542,2016,0.87,,,285.7284757,42.6544651,FALSE
Kepler-1542 e,Kepler-1542,2016,0.76,,,285.7284757,42.6544651,FALSE
Kepler-1543 b,Kepler-1543,2016,2.71,,,297.1242915,47.0369876,FALSE
Kepler-1544 b,Kepler-1544,2016,1.78,,,297.2852168,49.2124526,TRUE
Kepler-1545 b,Kepler-1545,2016,2.7,,,298.8988313,47.4630696,FALSE
Kepler-1546 b,Kepler-1546,2016,3.13,,,297.5839183,41.5411993,FALSE
Kepler-1547 b,Kepler-1547,2016,0.9,,,283.7640396,42.2220992,FALSE
Kepler-1548 b,Kepler-1548,2016,2.64,,,287.4711817,46.0805706,FALSE
Kepler-1549 b,Kepler-1549,2016,2.57,,,286.0524399,39.0960281,FALSE
Kepler-155 b,Kepler-155,2014,2.09,,,288.4957831,51.0819286,FALSE
Kepler-155 c,Kepler-155,2014,2.24,,,288.4957831,51.0819286,FALSE
Kepler-1550 b,Kepler-1550,2016,3.02,,,287.7646113,38.2947076,FALSE
Kepler-1551 b,Kepler-1551,2016,2.66,,,295.7855238,39.9078956,FALSE
Kepler-1552 b,Kepler-1552,2016,2.47,,,291.6768669,38.8749152,TRUE
Kepler-1553 b,Kepler-1553,2016,1.15,,,291.9191348,39.0221769,FALSE
Kepler-1554 b,Kepler-1554,2016,2.9,,,286.576016,41.7415762,FALSE
Kepler-1555 b,Kepler-1555,2016,1.61,,,287.6354587,45.7160327,FALSE
Kepler-1556 b,Kepler-1556,2016,1.96,,,288.3969751,40.2131892,FALSE
Kepler-1557 b,Kepler-1557,2016,1.53,,,293.8813592,46.8388172,FALSE
Kepler-1558 b,Kepler-1558,2016,0.68,,,286.8194349,46.9117837,FALSE
Kepler-1559 b,Kepler-1559,2016,0.72,,,292.2866565,42.0725948,FALSE
Kepler-156 b,Kepler-156,2014,2.3,,,290.2964214,37.7494271,FALSE
Kepler-156 c,Kepler-156,2014,2.55,,,290.2964214,37.7494271,FALSE
Kepler-1560 b,Kepler-1560,2016,0.89,,,292.7846013,43.21601,FALSE
Kepler-1561 b,Kepler-1561,2016,1.09,,,296.9235822,43.5664628,FALSE
Kepler-1562 b,Kepler-1562,2016,3.55,,,294.4556567,46.7435353,FALSE
Kepler-1563 b,Kepler-1563,2016,0.75,,,288.5735936,51.4727698,FALSE
Kepler-1564 b,Kepler-1564,2016,1.47,,,290.5861316,46.6427486,FALSE
Kepler-1565 b,Kepler-1565,2016,1.19,,,297.9529793,40.8067876,FALSE
Kepler-1566 b,Kepler-1566,2016,0.79,,,283.5875459,40.5749018,FALSE
Kepler-1567 b,Kepler-1567,2016,2.73,,,286.695153,40.2918894,FALSE
Kepler-1568 b,Kepler-1568,2016,1.3,,,289.1826808,47.8733301,FALSE
Kepler-1569 b,Kepler-1569,2016,1.68,,,292.2046748,37.2212065,FALSE
Kepler-157 b,Kepler-157,2014,1.32,,,291.0972257,38.8756049,FALSE
Kepler-157 c,Kepler-157,2014,2.24,,,291.0972257,38.8756049,FALSE
Kepler-157 d,Kepler-157,2016,1.46,,,291.0972257,38.8756049,FALSE
Kepler-1570 b,Kepler-1570,2016,1.07,,,299.8617842,45.8274232,FALSE
Kepler-1571 b,Kepler-1571,2016,1.52,,,300.9354067,45.5964836,FALSE
Kepler-1572 b,Kepler-1572,2016,0.94,,,281.8973341,46.7227061,FALSE
Kepler-1573 b,Kepler-1573,2016,1.2,,,292.9883129,49.4849664,FALSE
Kepler-1574 b,Kepler-1574,2016,1.29,,,292.1586689,49.6377914,FALSE
Kepler-1575 b,Kepler-1575,2016,1.31,,,293.7432102,45.7615507,FALSE
Kepler-1576 b,Kepler-1576,2016,1.04,,,289.0739641,40.3660239,FALSE
Kepler-1577 b,Kepler-1577,2016,1.13,,,292.9552704,47.5730433,FALSE
Kepler-1578 b,Kepler-1578,2016,1.04,,,288.3021104,47.7756227,FALSE
Kepler-1579 b,Kepler-1579,2016,0.84,,,293.288022,43.5149061,FALSE
Kepler-158 b,Kepler-158,2014,2.12,,,284.0323723,39.7815365,FALSE
Kepler-158 c,Kepler-158,2014,1.9,,,284.0323723,39.7815365,FALSE
Kepler-1580 b,Kepler-1580,2016,2.11,,,285.9687099,41.3635264,FALSE
Kepler-1581 b,Kepler-1581,2016,0.8,,,287.3713199,39.6036225,FALSE
Kepler-1582 b,Kepler-1582,2016,1.49,,,289.3765441,41.1580845,FALSE
Kepler-1583 b,Kepler-1583,2016,0.6,,,286.3869335,47.0165188,FALSE
Kepler-1584 b,Kepler-1584,2016,1.61,,,287.7626791,43.2743929,FALSE
Kepler-1585 b,Kepler-1585,2016,1.79,,,296.1589897,44.5630457,FALSE
Kepler-1586 b,Kepler-1586,2016,1.52,,,298.2026236,44.9258585,FALSE
Kepler-1587 b,Kepler-1587,2016,1.33,,,292.6777294,49.6638666,FALSE
Kepler-1588 b,Kepler-1588,2016,0.76,,,288.2327232,48.0021967,FALSE
Kepler-1589 b,Kepler-1589,2016,1.09,,,294.4418236,40.5716114,FALSE
Kepler-159 b,Kepler-159,2014,2.38,,,297.0702037,40.868734,FALSE
Kepler-159 c,Kepler-159,2014,3.41,,,297.0702037,40.868734,FALSE
Kepler-1590 b,Kepler-1590,2016,1.14,,,291.4079141,48.0178915,FALSE
Kepler-1591 b,Kepler-1591,2016,1.27,,,296.5166659,44.6086233,FALSE
Kepler-1592 b,Kepler-1592,2016,1.54,,,293.850623,38.3977379,FALSE
Kepler-1593 b,Kepler-1593,2016,3.17,,,300.4882018,44.4606698,FALSE
Kepler-1594 b,Kepler-1594,2016,1.06,,,293.6230451,47.9619127,FALSE
Kepler-1595 b,Kepler-1595,2016,1.23,,,285.7227502,43.0094855,FALSE
Kepler-1596 b,Kepler-1596,2016,1.9,,,285.5575066,49.3300866,FALSE
Kepler-1597 b,Kepler-1597,2016,1.06,,,288.1639687,42.4810124,FALSE
Kepler-1598 b,Kepler-1598,2016,0.95,,,288.469107,46.7836464,FALSE
Kepler-1599 b,Kepler-1599,2016,1.62,,,286.2208685,41.1511886,FALSE
Kepler-16 b,Kepler-16,2011,8.449,,105.833,289.0758307,51.757229,FALSE
Kepler-160 b,Kepler-160,2014,1.715,,,287.773573,42.8692755,FALSE
Kepler-160 c,Kepler-160,2014,3.76,,,287.773573,42.8692755,FALSE
Kepler-160 d,Kepler-160,2020,,,100,287.773573,42.8692755,FALSE
Kepler-1600 b,Kepler-1600,2016,3.13,,,291.3993802,38.7877563,FALSE
Kepler-1601 b,Kepler-1601,2016,0.82,,,285.5129496,38.079839,FALSE
Kepler-1602 b,Kepler-1602,2016,1.34,,,293.5808607,40.4275396,FALSE
Kepler-1603 b,Kepler-1603,2016,1.29,,,295.3298254,42.5349698,FALSE
Kepler-1604 b,Kepler-1604,2016,1.41,,,285.4106549,44.4122318,FALSE
Kepler-1605 b,Kepler-1605,2016,1.08,,,287.1349405,47.4886251,FALSE
Kepler-1606 b,Kepler-1606,2016,2.07,,,286.3782987,43.0732287,TRUE
Kepler-1607 b,Kepler-1607,2016,0.92,,,296.0598685,42.6560582,FALSE
Kepler-1608 b,Kepler-1608,2016,1.73,,,295.563555,39.41757,FALSE
Kepler-1609 b,Kepler-1609,2016,2.22,,,290.1465356,39.6658026,FALSE
Kepler-161 b,Kepler-161,2014,2.12,,,290.5164698,43.0838642,FALSE
Kepler-161 c,Kepler-161,2014,2.05,,,290.5164698,43.0838642,FALSE
Kepler-1610 b,Kepler-1610,2016,1.61,,,295.9049795,45.4054296,FALSE
Kepler-1611 b,Kepler-1611,2016,0.81,,,296.5120204,49.7277506,FALSE
Kepler-1612 b,Kepler-1612,2016,1.03,,,291.2503022,45.6550536,FALSE
Kepler-1613 b,Kepler-1613,2016,2.08,,,289.8750066,43.4209318,FALSE
Kepler-1614 b,Kepler-1614,2016,1.49,,,284.8713893,49.7758867,FALSE
Kepler-1615 b,Kepler-1615,2016,2.06,,,286.3592066,42.2273971,FALSE
Kepler-1616 b,Kepler-1616,2016,1.02,,,286.5436691,45.3048716,FALSE
Kepler-1617 b,Kepler-1617,2016,1.2,,,287.9371747,46.4184781,FALSE
Kepler-1618 b,Kepler-1618,2016,1.26,,,295.1753619,45.9308594,FALSE
Kepler-1619 b,Kepler-1619,2016,0.76,,,285.703595,44.4221528,FALSE
Kepler-162 b,Kepler-162,2014,1.26,,,297.2789115,43.7239693,FALSE
Kepler-162 c,Kepler-162,2014,3.03,,,297.2789115,43.7239693,FALSE
Kepler-1620 b,Kepler-1620,2016,1.61,,,297.2709026,46.9284743,FALSE
Kepler-1621 b,Kepler-1621,2016,2.16,,,297.5885341,43.8411937,FALSE
Kepler-1622 b,Kepler-1622,2016,1.47,,,297.3288329,47.815459,FALSE
Kepler-1623 b,Kepler-1623,2016,1.31,,,294.082697,39.5560655,FALSE
Kepler-1624 b,Kepler-1624,2016,5.7,,,292.5798564,37.3762616,FALSE
Kepler-1625 b,Kepler-1625,2016,6.06,,,295.429322,39.8865068,FALSE
Kepler-1626 b,Kepler-1626,2016,2.02,,,296.5004384,40.7212069,FALSE
Kepler-1627 b,Kepler-1627,2016,3.69,,,284.0566675,41.5767277,FALSE
Kepler-1628 b,Kepler-1628,2016,6.43,,,281.6336936,43.4115547,FALSE
Kepler-1629 b,Kepler-1629,2016,0.77,,,280.2066276,43.7743281,FALSE
Kepler-163 b,Kepler-163,2014,1.05,,,295.0027458,46.9873389,FALSE
Kepler-163 c,Kepler-163,2014,2.26,,,295.0027458,46.9873389,FALSE
Kepler-1630 b,Kepler-1630,2016,2.19,,,297.5083004,43.7110543,FALSE
Kepler-1631 b,Kepler-1631,2016,1.35,,,294.6325781,43.8076687,FALSE
Kepler-1632 b,Kepler-1632,2016,2.47,,,294.4948769,43.9135575,TRUE
Kepler-1633 b,Kepler-1633,2016,1.58,,,288.5151733,44.9232545,FALSE
Kepler-1634 b,Kepler-1634,2016,3.19,,,294.043399,45.1398201,FALSE
Kepler-1635 b,Kepler-1635,2016,3.64,,,285.3490542,45.5561768,FALSE
Kepler-1636 b,Kepler-1636,2016,3.23,,,294.0575681,46.4409844,FALSE
Kepler-1637 b,Kepler-1637,2016,0.89,,,282.2368006,48.1542016,FALSE
Kepler-1638 b,Kepler-1638,2016,1.87,,,295.4823299,48.5244695,TRUE
Kepler-1639 b,Kepler-1639,2016,2.58,,,283.068651,48.8021209,FALSE
Kepler-164 b,Kepler-164,2014,1.41,,,287.7808115,47.6298453,FALSE
Kepler-164 c,Kepler-164,2014,2.73,,,287.7808115,47.6298453,FALSE
Kepler-164 d,Kepler-164,2014,2.45,,,287.7808115,47.6298453,FALSE
Kepler-1640 b,Kepler-1640,2016,4.82,,,294.5577857,40.8504949,FALSE
Kepler-1641 b,Kepler-1641,2016,3.11,,,296.359456,41.5745321,FALSE
Kepler-1641 c,Kepler-1641,2016,2.95,,,296.359456,41.5745321,FALSE
Kepler-1642 b,Kepler-1642,2016,3.2,,,297.2121215,43.643789,FALSE
Kepler-1642 c,Kepler-1642,2016,2.66,,,297.2121215,43.643789,FALSE
Kepler-1643 b,Kepler-1643,2016,2.3,,,300.4310076,44.7510129,FALSE
Kepler-1644 b,Kepler-1644,2016,1.88,,,285.4750512,48.0348356,FALSE
Kepler-1645 b,Kepler-1645,2016,1.78,,,297.4795142,48.418582,FALSE
Kepler-1646 b,Kepler-1646,2016,1.23,,,287.5264859,42.9129356,FALSE
Kepler-1647 b,Kepler-1647,2016,11.874,,483,298.150057,40.6561751,FALSE
Kepler-1649 b,Kepler-1649,2017,1.017,307,,292.5029676,41.8299933,FALSE
Kepler-1649 c,Kepler-1649,2020,1.06,234,,292.5029676,41.8299933,TRUE
Kepler-165 b,Kepler-165,2014,2.32,,,280.69092,47.8096702,FALSE
Kepler-165 c,Kepler-165,2014,2.23,,,280.69092,47.8096702,FALSE
Kepler-1650 b,Kepler-1650,2017,0.96,,,297.7292296,42.8666919,FALSE
Kepler-1651 b,Kepler-1651,2017,1.84,,,283.6282602,48.3908081,FALSE
Kepler-1652 b,Kepler-1652,2017,1.6,268,,294.3660313,49.9150219,TRUE
Kepler-1653 b,Kepler-1653,2017,2.17,284,,296.457702,41.266021,TRUE
Kepler-1654 b,Kepler-1654,2018,9.18,206,158.915,282.1856949,44.4344617,FALSE
Kepler-1655 b,Kepler-1655,2018,2.213,,5,286.6895986,39.2120802,FALSE
Kepler-1656 b,Kepler-1656,2018,5.02,651,48.6,284.4722473,39.911889,FALSE
Kepler-1658 b,Kepler-1658,2019,11.994,,1868.8404,294.3565559,38.9473424,FALSE
Kepler-166 b,Kepler-166,2014,2.27,,,293.1600977,48.8812074,FALSE
Kepler-166 c,Kepler-166,2014,2.38,,,293.1600977,48.8812074,FALSE
Kepler-166 d,Kepler-166,2016,1.73,,,293.1600977,48.8812074,FALSE
Kepler-1661 b,Kepler-1661,2020,3.87,243,17,285.1670927,41.9669383,FALSE
Kepler-1663 b,Kepler-1663,2020,3.304,,,290.4015156,48.8227234,FALSE
Kepler-1664 b,Kepler-1664,2020,3.033,,,286.8527157,49.2616668,FALSE
Kepler-1665 b,Kepler-1665,2020,2.839,,,290.39624,41.0399229,FALSE
Kepler-1666 b,Kepler-1666,2020,2.883,,,297.9516071,46.2647024,FALSE
Kepler-1666 c,Kepler-1666,2020,3.236,,,297.9516071,46.2647024,FALSE
Kepler-1667 b,Kepler-1667,2020,2.984,,,283.5329505,48.0943604,FALSE
Kepler-1668 b,Kepler-1668,2020,4.348,,,297.3523076,46.0959309,FALSE
Kepler-1669 b,Kepler-1669,2020,2.78,,,297.4303826,39.8478795,FALSE
Kepler-167 b,Kepler-167,2014,1.615,914,,292.6585253,38.3455558,FALSE
Kepler-167 c,Kepler-167,2014,1.548,768,,292.6585253,38.3455558,FALSE
Kepler-167 d,Kepler-167,2016,1.194,536,,292.6585253,38.3455558,FALSE
Kepler-167 e,Kepler-167,2016,10.15,131,,292.6585253,38.3455558,FALSE
Kepler-1670 b,Kepler-1670,2020,3.356,,,290.3264599,43.121755,FALSE
Kepler-1671 b,Kepler-1671,2020,1.326,,,291.7484295,39.4467817,FALSE
Kepler-1672 b,Kepler-1672,2020,2.97,,,297.9400971,40.2785566,FALSE
Kepler-1673 b,Kepler-1673,2020,2.936,,,285.6671724,48.7195865,FALSE
Kepler-1674 b,Kepler-1674,2020,3.206,,,294.8160447,45.3060844,FALSE
Kepler-1675 b,Kepler-1675,2020,3.125,,,283.8095478,41.0412517,FALSE
Kepler-1676 b,Kepler-1676,2020,3.377,,,287.2368778,43.5671665,FALSE
Kepler-1677 b,Kepler-1677,2020,2.702,,,298.493273,47.0130566,FALSE
Kepler-1678 b,Kepler-1678,2020,3.304,,,292.5916297,38.3995629,FALSE
Kepler-1679 b,Kepler-1679,2020,2.069,,,293.9005786,50.4270507,FALSE
Kepler-168 b,Kepler-168,2014,1.46,,,294.7101832,39.8250437,FALSE
Kepler-168 c,Kepler-168,2014,2.69,,,294.7101832,39.8250437,FALSE
Kepler-1680 b,Kepler-1680,2020,1.36,,,297.0746571,39.9338893,FALSE
Kepler-1681 b,Kepler-1681,2020,2.553,,,296.6972773,46.3716969,FALSE
Kepler-1682 b,Kepler-1682,2020,2.889,,,293.9835827,39.5728474,FALSE
Kepler-1683 b,Kepler-1683,2020,1.875,,,298.4501035,44.2840193,FALSE
Kepler-1684 b,Kepler-1684,2020,2.871,,,294.0054181,46.3106625,FALSE
Kepler-1685 b,Kepler-1685,2020,2.577,,,296.1882618,43.9368118,FALSE
Kepler-1686 b,Kepler-1686,2020,1.426,,,291.6067189,42.0359783,FALSE
Kepler-1687 b,Kepler-1687,2020,1.656,,,289.7428363,50.7870626,FALSE
Kepler-1688 b,Kepler-1688,2020,1.262,,,289.5530051,41.2978532,FALSE
Kepler-1689 b,Kepler-1689,2020,0.947,,,291.5741663,38.6559433,FALSE
Kepler-169 b,Kepler-169,2014,1.13,,,285.9999204,40.9193822,FALSE
Kepler-169 c,Kepler-169,2014,1.21,,,285.9999204,40.9193822,FALSE
Kepler-169 d,Kepler-169,2014,1.25,,,285.9999204,40.9193822,FALSE
Kepler-169 e,Kepler-169,2014,2.2,,,285.9999204,40.9193822,FALSE
Kepler-169 f,Kepler-169,2014,2.58,,,285.9999204,40.9193822,FALSE
Kepler-1690 b,Kepler-1690,2020,2.811,,,288.1566649,41.8779417,FALSE
Kepler-1691 b,Kepler-1691,2020,1.835,,,286.2543962,41.0218373,FALSE
Kepler-1692 b,Kepler-1692,2020,1.112,,,286.9241804,47.0537092,FALSE
Kepler-1693 b,Kepler-1693,2020,1.289,,,290.2015581,48.1857799,FALSE
Kepler-1694 b,Kepler-1694,2020,1.18,,,293.7936339,40.241023,FALSE
Kepler-1695 b,Kepler-1695,2020,1.119,,,293.6193001,46.4134015,FALSE
Kepler-1696 b,Kepler-1696,2020,2.81,,,295.5761011,42.0233639,FALSE
Kepler-1697 b,Kepler-1697,2020,1.26,,,287.663331,43.4713782,FALSE
Kepler-1698 b,Kepler-1698,2020,1.073,,,293.3450181,39.2577469,FALSE
Kepler-1699 b,Kepler-1699,2020,1.567,,,292.1373281,48.9171579,FALSE
Kepler-17 b,Kepler-17,2011,14.68,1570,778.65,298.3952437,47.8149865,FALSE
Kepler-170 b,Kepler-170,2014,3.2,,,284.5211975,41.6296562,FALSE
Kepler-170 c,Kepler-170,2014,2.86,,,284.5211975,41.6296562,FALSE
Kepler-1700 b,Kepler-1700,2020,2.901,,,286.9497376,45.3537626,FALSE
Kepler-1701 b,Kepler-1701,2020,2.222,,,286.6088625,41.8892986,TRUE
Kepler-1702 b,Kepler-1702,2020,1.602,,,284.9724842,44.5674794,FALSE
Kepler-171 b,Kepler-171,2014,2.34,,,296.7719082,41.7555958,FALSE
Kepler-171 c,Kepler-171,2014,2.56,,,296.7719082,41.7555958,FALSE
Kepler-171 d,Kepler-171,2014,1.89,,,296.7719082,41.7555958,FALSE
Kepler-172 b,Kepler-172,2014,2.35,,,283.3684093,41.821839,FALSE
Kepler-172 c,Kepler-172,2014,2.86,,,283.3684093,41.821839,FALSE
Kepler-172 d,Kepler-172,2014,2.25,,,283.3684093,41.821839,FALSE
Kepler-172 e,Kepler-172,2014,2.76,,,283.3684093,41.821839,FALSE
Kepler-173 b,Kepler-173,2014,1.29,,,294.6466171,41.8840952,FALSE
Kepler-173 c,Kepler-173,2014,2.43,,,294.6466171,41.8840952,FALSE
Kepler-174 b,Kepler-174,2014,1.96,,,287.4389454,43.8320052,FALSE
Kepler-174 c,Kepler-174,2014,1.49,,,287.4389454,43.8320052,FALSE
Kepler-174 d,Kepler-174,2014,2.19,,,287.4389454,43.8320052,TRUE
Kepler-175 b,Kepler-175,2014,2.56,,,289.553232,43.876116,FALSE
Kepler-175 c,Kepler-175,2014,3.1,,,289.553232,43.876116,FALSE
Kepler-176 b,Kepler-176,2014,1.43,,,294.6679021,43.8532104,FALSE
Kepler-176 c,Kepler-176,2014,2.6,,,294.6679021,43.8532104,FALSE
Kepler-176 d,Kepler-176,2014,2.51,,,294.6679021,43.8532104,FALSE
Kepler-176 e,Kepler-176,2016,1.45,,,294.6679021,43.8532104,FALSE
Kepler-177 b,Kepler-177,2013,3.5,,5.84,286.0471442,45.0532038,FALSE
Kepler-177 c,Kepler-177,2013,8.73,,14.7,286.0471442,45.0532038,FALSE
Kepler-178 b,Kepler-178,2014,2.9,,,287.1010275,46.8964033,FALSE
Kepler-178 c,Kepler-178,2014,2.88,,,287.1010275,46.8964033,FALSE
Kepler-178 d,Kepler-178,2014,3.95,,,287.1010275,46.8964033,FALSE
Kepler-179 b,Kepler-179,2014,1.64,,,298.6636163,47.7619329,FALSE
Kepler-179 c,Kepler-179,2014,2,,,298.6636163,47.7619329,FALSE
Kepler-18 b,Kepler-18,2011,2,,6.9,298.0794448,44.746248,FALSE
Kepler-18 c,Kepler-18,2011,5.49,,17.3,298.0794448,44.746248,FALSE
Kepler-18 d,Kepler-18,2011,6.98,,16.4,298.0794448,44.746248,FALSE
Kepler-180 b,Kepler-180,2014,1.5,,,295.5712566,49.774514,FALSE
Kepler-180 c,Kepler-180,2014,3.01,,,295.5712566,49.774514,FALSE
Kepler-181 b,Kepler-181,2014,1.27,,,296.1512831,50.0957806,FALSE
Kepler-181 c,Kepler-181,2014,1.99,,,296.1512831,50.0957806,FALSE
Kepler-182 b,Kepler-182,2014,2.58,,,289.8301128,50.5862025,FALSE
Kepler-182 c,Kepler-182,2014,3.43,,,289.8301128,50.5862025,FALSE
Kepler-183 b,Kepler-183,2014,2.06,,,293.5308112,39.3159329,FALSE
Kepler-183 c,Kepler-183,2014,2.27,,,293.5308112,39.3159329,FALSE
Kepler-184 b,Kepler-184,2014,2.36,,,291.9518784,43.0746172,FALSE
Kepler-184 c,Kepler-184,2014,1.97,,,291.9518784,43.0746172,FALSE
Kepler-184 d,Kepler-184,2014,2.49,,,291.9518784,43.0746172,FALSE
Kepler-185 b,Kepler-185,2014,1.17,,,282.4681674,43.8899464,FALSE
Kepler-185 c,Kepler-185,2014,2.02,,,282.4681674,43.8899464,FALSE
Kepler-186 b,Kepler-186,2014,1.07,,,298.652736,43.9549884,FALSE
Kepler-186 c,Kepler-186,2014,1.25,,,298.652736,43.9549884,FALSE
Kepler-186 d,Kepler-186,2014,1.4,,,298.652736,43.9549884,FALSE
Kepler-186 e,Kepler-186,2014,1.27,,,298.652736,43.9549884,FALSE
Kepler-186 f,Kepler-186,2014,1.17,,,298.652736,43.9549884,TRUE
Kepler-187 b,Kepler-187,2014,1.41,,,299.7964955,44.0892448,FALSE
Kepler-187 c,Kepler-187,2014,2.67,,,299.7964955,44.0892448,FALSE
Kepler-188 b,Kepler-188,2014,1.68,,,281.2797173,44.3154743,FALSE
Kepler-188 c,Kepler-188,2014,3.19,,,281.2797173,44.3154743,FALSE
Kepler-189 b,Kepler-189,2014,1.21,,,287.5646296,44.3050662,FALSE
Kepler-189 c,Kepler-189,2014,2.38,,,287.5646296,44.3050662,FALSE
Kepler-19 b,Kepler-19,2011,,,8.4,290.4209694,37.8516556,FALSE
Kepler-19 c,Kepler-19,2011,,,13.1,290.4209694,37.8516556,FALSE
Kepler-19 d,Kepler-19,2017,,,22.5,290.4209694,37.8516556,FALSE
Kepler-190 b,Kepler-190,2014,1.56,,,288.5839761,44.7337701,FALSE
Kepler-190 c,Kepler-190,2014,1.46,,,288.5839761,44.7337701,FALSE
Kepler-191 b,Kepler-191,2014,1.34,,,291.1833211,45.3230937,FALSE
Kepler-191 c,Kepler-191,2014,1.86,,,291.1833211,45.3230937,FALSE
Kepler-191 d,Kepler-191,2016,2.28,,,291.1833211,45.3230937,FALSE
Kepler-192 b,Kepler-192,2014,2.74,,,287.9179379,45.5928829,FALSE
Kepler-192 c,Kepler-192,2014,2.79,,,287.9179379,45.5928829,FALSE
Kepler-192 d,Kepler-192,2016,1.02,,,287.9179379,45.5928829,FALSE
Kepler-193 b,Kepler-193,2014,2.39,,,296.4985951,46.5772484,FALSE
Kepler-193 c,Kepler-193,2014,2.75,,,296.4985951,46.5772484,FALSE
Kepler-194 b,Kepler-194,2014,1.51,,,291.971429,47.8640498,FALSE
Kepler-194 c,Kepler-194,2014,2.59,,,291.971429,47.8640498,FALSE
Kepler-194 d,Kepler-194,2014,2.4,,,291.971429,47.8640498,FALSE
Kepler-195 b,Kepler-195,2014,2.03,,,288.1209339,47.9666141,FALSE
Kepler-195 c,Kepler-195,2014,1.55,,,288.1209339,47.9666141,FALSE
Kepler-196 b,Kepler-196,2014,1.9,,,284.9685077,42.0791214,FALSE
Kepler-196 c,Kepler-196,2014,2.24,,,284.9685077,42.0791214,FALSE
Kepler-197 b,Kepler-197,2014,1.02,,,295.2264739,50.5592348,FALSE
Kepler-197 c,Kepler-197,2014,1.23,,,295.2264739,50.5592348,FALSE
Kepler-197 d,Kepler-197,2014,1.22,,,295.2264739,50.5592348,FALSE
Kepler-197 e,Kepler-197,2014,0.91,,,295.2264739,50.5592348,FALSE
Kepler-198 b,Kepler-198,2014,2.82,,,290.6731326,38.6910045,FALSE
Kepler-198 c,Kepler-198,2014,2.47,,,290.6731326,38.6910045,FALSE
Kepler-198 d,Kepler-198,2016,1.53,,,290.6731326,38.6910045,FALSE
Kepler-199 b,Kepler-199,2014,3.11,,,295.5594278,40.236249,FALSE
Kepler-199 c,Kepler-199,2014,3.25,,,295.5594278,40.236249,FALSE
Kepler-20 b,Kepler-20,2011,1.868,1105,9.7,287.6979913,42.3385782,FALSE
Kepler-20 c,Kepler-20,2011,3.047,772,12.75,287.6979913,42.3385782,FALSE
Kepler-20 d,Kepler-20,2011,2.744,401,10.07,287.6979913,42.3385782,FALSE
Kepler-20 e,Kepler-20,2011,0.865,,,287.6979913,42.3385782,FALSE
Kepler-20 f,Kepler-20,2011,1.003,,,287.6979913,42.3385782,FALSE
Kepler-20 g,Kepler-20,2016,,524,19.96,287.6979913,42.3385782,FALSE
Kepler-200 b,Kepler-200,2014,2.13,,,284.4099503,41.2374928,FALSE
Kepler-200 c,Kepler-200,2014,1.59,,,284.4099503,41.2374928,FALSE
Kepler-201 b,Kepler-201,2014,2.46,,,293.626059,41.2728004,FALSE
Kepler-201 c,Kepler-201,2014,2.85,,,293.626059,41.2728004,FALSE
Kepler-202 b,Kepler-202,2014,1.63,,,282.9734874,41.3217991,FALSE
Kepler-202 c,Kepler-202,2014,1.85,,,282.9734874,41.3217991,FALSE
