pl_name,hostname,disc_year,radius,temperature,mass,ra,dec,habitable
K2-177 b,K2-177,2018,2.116,,,55.2296156,20.7360891,FALSE
K2-178 b,K2-178,2018,3.558,,,52.8888524,22.4348186,FALSE
K2-179 b,K2-179,2018,2.513,,,58.7967878,23.7567524,FALSE
K2-18 b,K2-18,2015,2.37,284,8.92,172.560141,7.5878315,FALSE
K2-18 c,K2-18,2017,,363,7.51,172.560141,7.5878315,FALSE
K2-180 b,K2-180,2018,2.31,731,,126.4643579,10.246577,FALSE
K2-181 b,K2-181,2018,2.84,962,,127.5541103,10.9101444,FALSE
K2-182 b,K2-182,2018,2.76,885,,130.180046,10.9829509,FALSE
K2-183 b,K2-183,2018,2.599,,,125.007177,14.0194586,FALSE
K2-183 c,K2-183,2018,2.87,787,,125.007177,14.0194586,FALSE
K2-183 d,K2-183,2018,2.86,615,,125.007177,14.0194586,FALSE
K2-184 b,K2-184,2018,1.55,580,,129.1405227,14.4618826,FALSE
K2-185 b,K2-185,2018,1.313,,,130.2596625,14.6902225,FALSE
K2-186 b,K2-186,2018,3.172,,,135.3350487,18.8252879,FALSE
K2-187 b,K2-187,2018,1.3,1815,,132.5235618,23.1924709,FALSE
K2-187 c,K2-187,2018,1.8,1173,,132.5235618,23.1924709,FALSE
K2-187 d,K2-187,2018,3.17,865,,132.5235618,23.1924709,FALSE
K2-187 e,K2-187,2018,2.38,698,,132.5235618,23.1924709,FALSE
K2-188 b,K2-188,2018,1.35,1692,,129.8137008,23.3574367,FALSE
K2-188 c,K2-188,2018,2.83,1026,,129.8137008,23.3574367,FALSE
K2-189 b,K2-189,2018,1.52,1197,,203.6214411,-15.0365158,FALSE
K2-189 c,K2-189,2018,2.5,872,,203.6214411,-15.0365158,FALSE
K2-19 b,K2-19,2015,7.74,854,,174.9602543,0.603596,FALSE
K2-19 c,K2-19,2015,4.86,745,,174.9602543,0.603596,FALSE
K2-19 d,K2-19,2016,1.14,1252,,174.9602543,0.603596,FALSE
K2-190 b,K2-190,2018,1.357,,,205.3630485,-13.1608686,FALSE
K2-190 c,K2-190,2018,1.093,,,205.3630485,-13.1608686,FALSE
K2-191 b,K2-191,2018,1.579,,,201.6391407,-12.8066737,FALSE
K2-192 b,K2-192,2018,1.52,939,,206.5823122,-11.5563527,FALSE
K2-193 b,K2-193,2018,3.95,739,,205.2371043,-11.0093342,FALSE
K2-194 b,K2-194,2018,3.642,,,204.6089755,-8.9271609,FALSE
K2-195 b,K2-195,2018,3.13,720,,199.8315191,-8.5095364,FALSE
K2-195 c,K2-195,2018,2.576,,,199.8315191,-8.5095364,FALSE
K2-196 b,K2-196,2018,3.6,,,200.4562487,-8.4717104,FALSE
K2-197 b,K2-197,2018,2.56,848,,202.3934779,-7.3739779,FALSE
K2-198 b,K2-198,2018,4.189,716,,198.8436817,-6.4649888,FALSE
K2-198 c,K2-198,2019,1.423,1230,,198.8436817,-6.4649888,FALSE
K2-198 d,K2-198,2019,2.438,943,,198.8436817,-6.4649888,FALSE
K2-199 b,K2-199,2018,1.87,861,,208.9014508,-6.1360833,FALSE
K2-199 c,K2-199,2018,2.78,653,,208.9014508,-6.1360833,FALSE
K2-200 b,K2-200,2018,1.364,,,202.251206,-4.6100532,FALSE
K2-201 b,K2-201,2018,1.4,,,293.5607117,-23.1312775,FALSE
K2-201 c,K2-201,2018,3.286,,,293.5607117,-23.1312775,FALSE
K2-202 b,K2-202,2018,2.302,,,283.2643203,-22.4070553,FALSE
K2-203 b,K2-203,2018,1.371,,,12.7736909,-1.1958844,FALSE
K2-204 b,K2-204,2018,3.046,,,17.3825067,-0.5177539,FALSE
K2-205 b,K2-205,2018,1.996,,,15.2175909,0.425966,FALSE
K2-206 b,K2-206,2018,2.795,,,11.2564264,0.5931866,FALSE
K2-207 b,K2-207,2018,2.606,,,11.6996481,0.6406182,FALSE
K2-208 b,K2-208,2018,1.679,,,20.7789809,0.8890076,FALSE
K2-209 b,K2-209,2018,0.869,,,14.6903464,1.382807,FALSE
K2-21 b,K2-21,2015,1.84,,,340.3037846,-14.4893256,FALSE
K2-21 c,K2-21,2015,2.49,,,340.3037846,-14.4893256,FALSE
K2-210 b,K2-210,2018,0.819,,,17.6412694,1.5784137,FALSE
K2-211 b,K2-211,2018,1.375,,,21.1061587,1.7049101,FALSE
K2-212 b,K2-212,2018,2.52,542,,18.4241015,3.0970732,FALSE
K2-213 b,K2-213,2018,1.514,,,13.1403998,3.5077702,FALSE
K2-214 b,K2-214,2018,2.43,1006,,14.8759777,4.2277722,FALSE
K2-215 b,K2-215,2018,2.124,,,18.4700795,6.1238647,FALSE
K2-216 b,K2-216,2018,1.75,1103,8,11.4802354,6.3470302,FALSE
K2-217 b,K2-217,2018,3.579,,,11.2983678,6.4815879,FALSE
K2-218 b,K2-218,2018,2.569,,,12.809613,6.8464327,FALSE
K2-219 b,K2-219,2018,1.348,,,12.8452963,8.8675474,FALSE
K2-219 c,K2-219,2018,1.438,,,12.8452963,8.8675474,FALSE
K2-219 d,K2-219,2018,2.576,,,12.8452963,8.8675474,FALSE
K2-22 b,K2-22,2015,2.5,2100,444.962,169.4827046,2.6190363,FALSE
K2-220 b,K2-220,2018,2.39,758,,12.7700071,9.5167694,FALSE
K2-221 b,K2-221,2018,1.679,,,16.6550286,10.1897385,FALSE
K2-222 b,K2-222,2018,2.39,801,,16.4625203,11.7537171,FALSE
K2-223 b,K2-223,2018,0.89,2271,,185.306183,-10.2820915,FALSE
K2-223 c,K2-223,2018,1.57,1091,,185.306183,-10.2820915,FALSE
K2-224 b,K2-224,2018,1.56,1002,,189.7041426,-10.0605942,FALSE
K2-224 c,K2-224,2018,2.41,764,,189.7041426,-10.0605942,FALSE
K2-225 b,K2-225,2018,3.49,902,,186.5410958,-9.6248232,FALSE
K2-226 b,K2-226,2018,1.54,1120,,183.6456643,-9.5626286,FALSE
K2-227 b,K2-227,2018,1.666,,,190.9484237,-8.4784159,FALSE
K2-228 b,K2-228,2018,1.21,914,,187.2947047,-6.8342028,FALSE
K2-229 b,K2-229,2018,1.14,1818,,186.8729195,-6.7218474,FALSE
K2-229 c,K2-229,2018,2.03,750,,186.8729195,-6.7218474,FALSE
K2-230 b,K2-230,2018,1.96,1529,,191.363117,-6.576051,FALSE
K2-231 b,K2-231,2018,2.5,,,289.0918242,-15.7712178,FALSE
K2-232 b,K2-232,2018,11.209,1030,126.49634,73.7667927,18.654323,FALSE
K2-233 b,K2-233,2018,1.343,1121,11.26,230.4799011,-20.2317975,FALSE
K2-233 c,K2-233,2018,1.281,790,12.81,230.4799011,-20.2317975,FALSE
K2-233 d,K2-233,2018,2.358,523,21.14,230.4799011,-20.2317975,FALSE
K2-237 b,K2-237,2018,18.405,1838,392.83788,253.7688479,-28.7105836,FALSE
K2-238 b,K2-238,2018,14.572,1587,273.3338,347.7043164,-7.8575592,FALSE
K2-239 b,K2-239,2018,1.1,502,,160.5941265,4.4413751,FALSE
K2-239 c,K2-239,2018,1,427,,160.5941265,4.4413751,FALSE
K2-239 d,K2-239,2018,1.1,399,,160.5941265,4.4413751,FALSE
K2-24 b,K2-24,2016,5.4,,19,242.5734559,-24.9906029,FALSE
K2-24 c,K2-24,2016,7.5,,15.4,242.5734559,-24.9906029,FALSE
K2-240 b,K2-240,2018,2,586,,227.849371,-17.8754464,FALSE
K2-240 c,K2-240,2018,1.8,389,,227.849371,-17.8754464,FALSE
K2-241 b,K2-241,2018,2.55,507,,181.2386829,-6.8052985,FALSE
K2-242 b,K2-242,2018,2.54,416,,179.8358421,-6.5178542,FALSE
K2-243 b,K2-243,2018,2.17,1035,,181.1211419,-4.8991358,FALSE
K2-243 c,K2-243,2018,2.01,801,,181.1211419,-4.8991358,FALSE
K2-244 b,K2-244,2018,1.75,638,,183.4686492,-3.8318097,FALSE
K2-245 b,K2-245,2018,4.34,923,,185.181563,-1.5909138,FALSE
K2-246 b,K2-246,2018,3.49,977,,181.6296115,-1.1606,FALSE
K2-247 b,K2-247,2018,2.12,979,,188.8935189,-10.0692793,FALSE
K2-247 c,K2-247,2018,2.19,688,,188.8935189,-10.0692793,FALSE
K2-248 b,K2-248,2018,2.57,886,,182.8173343,-9.4141696,FALSE
K2-249 b,K2-249,2018,2.79,1061,,183.3667344,-8.9952309,FALSE
K2-25 b,K2-25,2015,3.43,,,63.2739346,15.2477027,FALSE
K2-250 b,K2-250,2018,2.44,958,,185.0315429,-8.9757427,FALSE
K2-251 b,K2-251,2018,2.35,437,,190.6892403,-8.5359826,FALSE
K2-252 b,K2-252,2018,1.74,639,,182.3663818,-8.3096141,FALSE
K2-253 b,K2-253,2018,12.67,1238,,186.0853062,-6.3789537,FALSE
K2-254 b,K2-254,2018,1.63,791,,185.5507926,-4.7172908,FALSE
K2-254 c,K2-254,2018,2.19,551,,185.5507926,-4.7172908,FALSE
K2-255 b,K2-255,2018,2.9,1034,,189.9128532,-3.3705631,FALSE
K2-256 b,K2-256,2018,2.63,845,,186.2270991,-2.0660477,FALSE
K2-257 b,K2-257,2018,0.83,789,,188.278284,-1.9532879,FALSE
K2-258 b,K2-258,2018,3,831,,187.6314027,-1.1609171,FALSE
K2-259 b,K2-259,2018,2.32,795,,186.8026947,1.5668631,FALSE
K2-26 b,K2-26,2016,2.67,430,,94.2064312,24.5958335,FALSE
K2-260 b,K2-260,2018,17.396,1957,451.3186,76.8673317,16.8676948,FALSE
K2-261 b,K2-261,2018,9.528,1080,70.87609,163.0323119,0.493167,FALSE
K2-263 b,K2-263,2018,2.41,470,14.8,129.6821253,15.6806039,FALSE
K2-264 b,K2-264,2018,2.231,496,,131.3583524,19.698401,FALSE
K2-264 c,K2-264,2018,2.668,331,,131.3583524,19.698401,FALSE
K2-265 b,K2-265,2018,1.71,,6.54,342.0316493,-14.4947789,FALSE
K2-266 b,K2-266,2018,3.3,1515,11.26782,157.9356855,0.9372782,FALSE
K2-266 c,K2-266,2018,0.705,664,0.29013,157.9356855,0.9372782,FALSE
K2-266 d,K2-266,2018,2.93,538,8.9,157.9356855,0.9372782,FALSE
K2-266 e,K2-266,2018,2.73,490,14.3,157.9356855,0.9372782,FALSE
K2-268 b,K2-268,2018,1.41,1121,,133.7094899,11.8482712,FALSE
K2-268 c,K2-268,2018,2.69,688,,133.7094899,11.8482712,FALSE
K2-269 b,K2-269,2018,1.57,1429,,130.1551381,13.0146799,FALSE
K2-27 b,K2-27,2016,4.48,902,30.9,171.5151874,1.2306237,FALSE
K2-270 b,K2-270,2018,1.38,1203,,131.2665588,13.5497322,FALSE
K2-270 c,K2-270,2018,2.95,848,,131.2665588,13.5497322,FALSE
K2-271 b,K2-271,2018,7.28,893,,125.2239144,16.0907958,FALSE
K2-272 b,K2-272,2018,2.91,655,,132.6211743,17.5423852,FALSE
K2-273 b,K2-273,2018,4.42,672,,129.7768928,19.0100046,FALSE
K2-274 b,K2-274,2018,2.2,589,,129.2823699,20.3992512,FALSE
K2-275 b,K2-275,2018,2.24,905,,132.1698795,20.4550162,FALSE
K2-275 c,K2-275,2018,2.34,660,,132.1698795,20.4550162,FALSE
K2-276 b,K2-276,2018,3.77,583,,125.9528309,22.6339399,FALSE
K2-277 b,K2-277,2018,2.07,958,,202.0161895,-15.9379749,FALSE
K2-278 b,K2-278,2018,2.98,1711,,203.3018653,-14.5041057,FALSE
K2-279 b,K2-279,2018,1.21,879,,204.7792935,-6.0417592,FALSE
K2-28 b,K2-28,2016,2.32,568,,335.6233145,-7.9563525,FALSE
K2-280 b,K2-280,2018,7.67,744,,291.5953596,-22.2477071,FALSE
K2-281 b,K2-281,2018,8.18,665,,16.2274724,7.2692169,FALSE
K2-282 b,K2-282,2018,2.82,1057,,13.4321524,7.9952914,FALSE
K2-283 b,K2-283,2018,3.52,1186,,13.1943679,9.6929181,FALSE
K2-284 b,K2-284,2018,2.78,653,,79.1407971,20.2549034,FALSE
K2-285 b,K2-285,2018,2.59,1089,9.68,349.3843458,1.3001522,FALSE
K2-285 c,K2-285,2018,3.53,741,15.68,349.3843458,1.3001522,FALSE
K2-285 d,K2-285,2018,2.48,620,6.5,349.3843458,1.3001522,FALSE
K2-285 e,K2-285,2018,1.95,501,10.7,349.3843458,1.3001522,FALSE
K2-286 b,K2-286,2018,2.1,347,,233.3698192,-16.7737113,FALSE
K2-287 b,K2-287,2018,9.494,804,100.11645,233.0743401,-22.3583447,FALSE
K2-288 B b,K2-288 B,2018,1.9,226,,55.4442857,18.2684913,FALSE
K2-289 b,K2-289,2019,9.1,753,,246.6429443,-15.7925384,FALSE
K2-29 b,K2-29,2016,13.339,1171,232.0159,62.670422,24.4016558,FALSE
K2-290 b,K2-290,2019,3.06,1230,10.9,234.8578846,-20.1988975,FALSE
K2-290 c,K2-290,2019,11.276,676,246.00042,234.8578846,-20.1988975,FALSE
K2-291 b,K2-291,2019,1.589,,6.49,76.44594,21.548199,FALSE
K2-292 b,K2-292,2019,2.63,795,24.5,205.3758786,-9.9460704,FALSE
K2-293 b,K2-293,2019,2.45,750,,351.6064952,-6.0279068,FALSE
K2-294 b,K2-294,2019,1.66,1425,,352.0516724,-7.6037856,FALSE
K2-295 b,K2-295,2018,10.054,852,106.47305,19.6101417,6.8167277,FALSE
K2-3 b,K2-3,2015,,,6.48,172.3353708,-1.4551364,FALSE
K2-3 c,K2-3,2015,,,2.14,172.3353708,-1.4551364,FALSE
K2-3 d,K2-3,2015,,,2.8,172.3353708,-1.4551364,FALSE
K2-30 b,K2-30,2016,11.646,1092,184.02357,52.3420548,22.2993491,FALSE
K2-308 b,K2-308,2019,9.916,,,78.3391194,16.4141986,FALSE
K2-31 b,K2-31,2016,11.882,,563.83042,245.4405531,-23.548273,FALSE
K2-315 b,K2-315,2020,0.95,460,,228.0210932,-20.1081634,FALSE
K2-316 b,K2-316,2020,1.33,841,,233.6247336,-23.2594663,FALSE
K2-316 c,K2-316,2020,1.83,423,,233.6247336,-23.2594663,FALSE
K2-317 b,K2-317,2020,2.93,432,,228.6188638,-21.0227209,FALSE
K2-318 b,K2-318,2020,1.66,456,,232.4461375,-17.557463,FALSE
K2-319 b,K2-319,2020,2.79,641,,166.8010058,3.0399357,FALSE
K2-32 b,K2-32,2016,5.299,837,15,252.426008,-19.5430504,FALSE
K2-32 c,K2-32,2016,3.134,634,8.1,252.426008,-19.5430504,FALSE
K2-32 d,K2-32,2016,3.484,550,6.7,252.426008,-19.5430504,FALSE
K2-32 e,K2-32,2019,1.212,1066,2.1,252.426008,-19.5430504,FALSE
K2-320 b,K2-320,2020,2.62,698,,163.2519122,5.3064776,FALSE
K2-321 b,K2-321,2020,1.95,701,,156.4054989,2.5138829,FALSE
K2-322 b,K2-322,2020,1.92,635,,156.6226981,4.7640203,FALSE
K2-323 b,K2-323,2020,2.1,318,,159.4209874,6.2858689,FALSE
K2-324 b,K2-324,2020,2.43,707,,157.6222171,6.8636732,FALSE
K2-325 b,K2-325,2020,2.2,423,,353.9169507,-7.6867213,FALSE
K2-326 b,K2-326,2020,2.28,1114,,351.612262,1.3375909,FALSE
K2-329 b,K2-329,2020,8.676,650,82.6358,351.1353785,-5.1641451,FALSE
K2-33 b,K2-33,2016,5.04,,1175.971,242.5613635,-19.3193831,FALSE
K2-34 b,K2-34,2016,13.96,1559,,127.5787231,22.2359194,FALSE
K2-35 b,K2-35,2016,1.32,,,170.1031027,1.2858679,FALSE
K2-35 c,K2-35,2016,1.93,,,170.1031027,1.2858679,FALSE
K2-36 b,K2-36,2016,1.43,1224,3.9,169.4490102,3.8665038,FALSE
K2-36 c,K2-36,2016,3.2,788,7.8,169.4490102,3.8665038,FALSE
K2-37 b,K2-37,2016,1.61,974,,243.4509662,-24.7870527,FALSE
K2-37 c,K2-37,2016,2.75,861,,243.4509662,-24.7870527,FALSE
K2-37 d,K2-37,2016,2.73,663,,243.4509662,-24.7870527,FALSE
K2-38 b,K2-38,2016,1.906,,19.0698,240.0333095,-23.1894196,FALSE
K2-38 c,K2-38,2016,2.42,858,9.9,240.0333095,-23.1894196,FALSE
K2-39 b,K2-39,2016,6.277,,28.6047,338.3682095,-9.0229405,FALSE
K2-4 b,K2-4,2015,2.1,,,174.7455392,-3.9055746,FALSE
K2-42 b,K2-42,2016,2.15,,,176.6657559,-5.1720463,FALSE
K2-43 b,K2-43,2016,4.51,939,,169.117028,-3.9754405,FALSE
K2-43 c,K2-43,2019,2.42,1094,,169.117028,-3.9754405,FALSE
K2-44 b,K2-44,2016,2.433,,,174.011661,-2.5209338,FALSE
K2-45 b,K2-45,2016,6.71,,,169.6327547,-1.7740582,FALSE
K2-46 b,K2-46,2016,2.05,,,174.2662454,-0.90721,FALSE
K2-47 b,K2-47,2016,1.89,,,168.5825696,2.7805614,FALSE
K2-48 b,K2-48,2016,2.24,,,176.1233077,3.2723812,FALSE
K2-49 b,K2-49,2016,1.93,,,177.3202331,3.4755183,FALSE
K2-5 b,K2-5,2015,1.91,565,,169.3034598,-1.8778254,FALSE
K2-5 c,K2-5,2015,2.26,456,,169.3034598,-1.8778254,FALSE
K2-50 b,K2-50,2016,1.59,,,169.483654,5.988289,FALSE
K2-52 b,K2-52,2016,18,2004,,246.6114157,-24.9699462,FALSE
K2-53 b,K2-53,2016,2.6,665,,244.1419684,-20.4005984,FALSE
K2-54 b,K2-54,2016,1.15,,,338.0541631,-17.5440636,FALSE
K2-55 b,K2-55,2016,3.82,,,333.7518786,-17.2508002,FALSE
K2-57 b,K2-57,2016,2.1,,,342.6918241,-14.0700007,FALSE
K2-58 b,K2-58,2016,2.68,,,333.8218395,-14.049857,FALSE
K2-58 c,K2-58,2016,1.62,,,333.8218395,-14.049857,FALSE
K2-58 d,K2-58,2016,1.71,,,333.8218395,-14.049857,FALSE
K2-59 b,K2-59,2016,2.41,,,338.94255,-14.027727,FALSE
K2-59 c,K2-59,2016,2.3,,,338.94255,-14.027727,FALSE
K2-6 b,K2-6,2015,2.5,615,,178.1921152,-1.1984418,FALSE
K2-60 b,K2-60,2016,7.656,1400,135.39558,338.6062312,-13.7318044,FALSE
K2-61 b,K2-61,2016,2.48,,,339.6748444,-13.5600447,FALSE
K2-62 b,K2-62,2016,2.14,,,334.3645089,-12.1874776,FALSE
K2-62 c,K2-62,2016,2.14,,,334.3645089,-12.1874776,FALSE
K2-63 b,K2-63,2016,3.22,,,333.4267738,-12.0663429,FALSE
K2-63 c,K2-63,2016,3.9,,,333.4267738,-12.0663429,FALSE
K2-64 b,K2-64,2016,2.07,,,332.4138478,-11.4286687,FALSE
K2-65 b,K2-65,2016,1.58,,,333.2125206,-10.9261373,FALSE
K2-66 b,K2-66,2016,2.49,1372,21.3,331.5266563,-10.7115362,FALSE
K2-68 b,K2-68,2016,1.58,,,334.0195539,-10.5673649,FALSE
K2-69 b,K2-69,2016,2.32,,,335.7596816,-10.4886817,FALSE
K2-7 b,K2-7,2015,2.67,651,,167.0937488,-1.065855,FALSE
K2-70 b,K2-70,2016,2.89,,,338.4759328,-10.0849917,FALSE
K2-71 b,K2-71,2016,2.15,,,341.7248656,-9.8816109,FALSE
K2-72 b,K2-72,2016,1.08,,,334.6227504,-9.6120084,FALSE
K2-72 c,K2-72,2016,1.16,,,334.6227504,-9.6120084,FALSE
K2-72 d,K2-72,2016,1.01,,,334.6227504,-9.6120084,FALSE
K2-72 e,K2-72,2016,1.29,,,334.6227504,-9.6120084,TRUE
K2-73 b,K2-73,2016,2.45,,,335.025662,-9.0560881,FALSE
K2-74 b,K2-74,2016,2.31,,,339.9192984,-8.7145697,FALSE
K2-75 b,K2-75,2016,2.67,,,338.844896,-7.469895,FALSE
K2-75 c,K2-75,2016,2.77,,,338.844896,-7.469895,FALSE
K2-77 b,K2-77,2016,2.3,,603.877,55.228521,12.572448,FALSE
K2-79 b,K2-79,2016,3.69,,,55.2559307,13.5191871,FALSE
K2-8 b,K2-8,2015,3.58,631,,169.7935178,-0.2844389,FALSE
K2-8 c,K2-8,2016,2.41,801,,169.7935178,-0.2844389,FALSE
K2-80 b,K2-80,2016,2.01,,,59.037486,13.5590288,FALSE
K2-80 c,K2-80,2016,1.47,,,59.037486,13.5590288,FALSE
K2-80 d,K2-80,2018,2.552,,,59.037486,13.5590288,FALSE
K2-81 b,K2-81,2016,1.97,,,57.4854562,14.5020556,FALSE
K2-83 b,K2-83,2016,1.244,,,59.9013782,15.5587994,FALSE
K2-83 c,K2-83,2016,1.483,,,59.9013782,15.5587994,FALSE
K2-84 b,K2-84,2016,2.41,,,55.8093566,16.6344396,FALSE
K2-84 c,K2-84,2016,2.03,,,55.8093566,16.6344396,FALSE
K2-85 b,K2-85,2016,1.01,,,59.464829,18.4649505,FALSE
K2-86 b,K2-86,2016,1.96,,,51.5531053,18.6355718,FALSE
K2-87 b,K2-87,2016,7.6,979,,66.2363638,18.8273617,FALSE
K2-88 b,K2-88,2016,1.23,,,54.7514566,19.1199667,FALSE
K2-89 b,K2-89,2016,0.615,,,57.0671234,20.4594885,FALSE
K2-9 b,K2-9,2015,2.25,314,,176.263724,0.0054085,TRUE
K2-90 b,K2-90,2016,2.6,502,,59.1527391,22.4724517,FALSE
K2-90 c,K2-90,2016,1.3,,,59.1527391,22.4724517,FALSE
K2-91 b,K2-91,2016,1.1,,,63.2182348,24.2047218,FALSE
K2-95 b,K2-95,2016,3.88,383,,129.3625717,18.9766197,FALSE
K2-97 b,K2-97,2016,10.61,1499,,127.762837,10.8475571,FALSE
K2-98 b,K2-98,2016,5.2,1092,,126.4882114,11.5110933,FALSE
K2-99 b,K2-99,2016,11.73,1113,,208.7737624,-5.4424943,FALSE
KELT-1 b,KELT-1,2012,12.442,,8654.15,0.3620995,39.3837953,FALSE
KELT-10 b,KELT-10,2016,15.681,1377,215.80657,284.5483823,-47.0033072,FALSE
KELT-11 b,KELT-11,2017,15.132,,54.34893,161.7069053,-9.3993646,FALSE
KELT-12 b,KELT-12,2017,19.952,1800,301.9385,267.6404906,36.5701761,FALSE
KELT-14 b,KELT-14,2016,19.537,1970,408.09372,108.301409,-42.4097623,FALSE
KELT-15 b,KELT-15,2016,19.504,,416.3573,117.4149764,-52.1204471,FALSE
KELT-16 b,KELT-16,2017,15.861,2453,874.0325,314.2685227,31.6610186,FALSE
KELT-17 b,KELT-17,2016,17.094,2087,416.3573,125.617407,13.7353093,FALSE
KELT-18 b,KELT-18,2017,17.598,2085,375.0394,216.5238248,59.4442735,FALSE
KELT-19 A b,KELT-19 A,2017,21.409,1935,1293.5681,111.5095293,7.6157759,FALSE
KELT-2 A b,KELT-2 A,2012,15.132,,540.311,92.6640226,30.9571333,FALSE
KELT-20 b,KELT-20,2017,19.515,2262,1074.90106,294.6614126,31.2192001,FALSE
KELT-21 b,KELT-21,2018,17.777,2051,1242.7153,304.8000322,32.5810446,FALSE
KELT-23 A b,KELT-23 A,2019,14.83,1561,298.12454,232.1466406,66.3587097,FALSE
KELT-24 b,KELT-24,2019,14.258,1459,1646.3594,161.9090273,71.655727,FALSE
KELT-3 b,KELT-3,2013,17.486,,616.5902,148.6431193,40.3879446,FALSE
KELT-4 A b,KELT-4 A,2016,19.044,1823,286.68266,157.06262,25.5731366,FALSE
KELT-6 b,KELT-6,2014,14.572,,165.2716,195.9818362,30.640145,FALSE
KELT-6 c,KELT-6,2015,,,1179.1493,195.9818362,30.640145,FALSE
KELT-7 b,KELT-7,2015,17.934,,441.7837,78.2955912,33.3179532,FALSE
KELT-8 b,KELT-8,2015,18.159,,209.7678,283.3054489,24.1272483,FALSE
KELT-9 b,KELT-9,2017,21.196,4050,915.3504,307.8598998,39.9389161,FALSE
KIC 10001893 b,KIC 10001893,2014,,,,287.3892308,46.9844491,FALSE
KIC 10001893 c,KIC 10001893,2014,,,,287.3892308,46.9844491,FALSE
KIC 10001893 d,KIC 10001893,2014,,,,287.3892308,46.9844491,FALSE
KIC 10525077 b,KIC 10525077,2015,5.5,,,287.3781164,47.7711541,FALSE
KIC 3558849 b,KIC 3558849,2015,6.9,,,294.9498381,38.6051867,FALSE
KIC 5095269 b,KIC 5095269,2017,,,2445.06619,290.5519537,40.2350445,FALSE
KIC 5437945 b,KIC 5437945,2015,6.4,,,288.4749028,40.6512848,FALSE
KIC 5951458 b,KIC 5951458,2015,6.6,,,288.9916218,41.2230683,FALSE
KIC 7917485 b,KIC 7917485,2016,,,3750.394,299.4346094,43.6326069,FALSE
KIC 8540376 b,KOI-7892,2015,4.1,,,282.3775397,44.694569,FALSE
KIC 8540376 c,KOI-7892,2015,2.4,,,282.3775397,44.694569,FALSE
KIC 9663113 b,KIC 9663113,2015,4.6,,,297.0454037,46.3286653,FALSE
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,2018,,,5700,268.43925,-29.0868889,FALSE
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,2019,,,1043,266.41775,-26.0318,FALSE
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,2018,,,2200,272.664612,-24.8577385,FALSE
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,2018,,,1450,268.76474,-29.5169201,FALSE
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,2019,,,700,268.250333,-30.04075,FALSE
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L,2018,,,4923,268.112,-29.3845615,FALSE
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,2020,,,1250,265.715667,-27.4355611,FALSE
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,2020,,,836,266.212542,-23.2013806,FALSE
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,2018,,,34,269.6496667,-28.1336694,FALSE
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,2019,,,640,266.170917,-25.1430306,FALSE
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,2019,,,230,269.105833,-33.1424694,FALSE
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,2020,,,7.59,264.469458,-27.9847,FALSE
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,2020,,,60,267.8745,-30.6463889,FALSE
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,2020,,,1400,263.427583,-33.5206694,FALSE
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,2019,,,111,268.435375,-22.1525389,FALSE
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,2020,,,10.28,268.458458,-29.8774389,FALSE
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,2020,,,397,265.743417,-25.5739167,FALSE
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L,2020,,,200,269.11625,-28.2011111,FALSE
KOI-12 b,KOI-12,2015,13.787,,349.613,297.4537402,41.0110188,FALSE
KOI-1257 b,KOI-1257,2014,10.54,511,460.83,291.2250888,44.9272918,FALSE
KOI-13 b,KOI-13,2011,16.948,2550,2949.4624,286.9713876,46.8682463,FALSE
KOI-142 b,KOI-142,2013,3.438,,9.5,291.1481028,40.669413,FALSE
KOI-142 c,KOI-142,2013,,,214.1,291.1481028,40.669413,FALSE
KOI-1599.01,KOI-1599,2019,1.9,,4.6,298.3738383,40.6184483,FALSE
KOI-1599.02,KOI-1599,2019,1.9,,9,298.3738383,40.6184483,FALSE
KOI-1783.01,KOI-1783,2020,8.86,,71,289.3414629,46.988155,FALSE
KOI-1783.02,KOI-1783,2020,5.44,,15,289.3414629,46.988155,FALSE
KOI-217 b,KOI-217,2010,12.442,,,294.8654667,46.2858128,FALSE
KOI-351 b,KOI-351,2013,1.31,,,284.4334642,49.3051239,FALSE
KOI-351 c,KOI-351,2013,1.19,,,284.4334642,49.3051239,FALSE
KOI-351 d,KOI-351,2013,2.87,,,284.4334642,49.3051239,FALSE
KOI-351 e,KOI-351,2013,2.66,,,284.4334642,49.3051239,FALSE
